dataset,lr,temperature,metric,mean,std,n_seeds,val_ndcg10_mean,val_ndcg10_std
beauty,0.01,0.03,ndcg@5,0.03741701816519102,0.00104672174969621,3,0.05949701244632403,0.00011932863365020648
beauty,0.01,0.03,recall@10,0.08044537901878357,0.0003130159207807061,3,0.05949701244632403,0.00011932863365020648
beauty,0.01,0.03,recall@5,0.05383892978231112,0.0011461789749671566,3,0.05949701244632403,0.00011932863365020648
beauty,0.01,0.07,n_visited_items,5934.701009114583,16.877473899441785,3,0.05960722267627716,0.0004624196216051135
beauty,0.01,0.07,ndcg@10,0.04426751037438711,0.0002489546307825494,3,0.05960722267627716,0.0004624196216051135
beauty,0.01,0.07,ndcg@5,0.035999576250712075,0.0003152169433629844,3,0.05960722267627716,0.0004624196216051135
beauty,0.01,0.07,recall@10,0.07800086587667465,0.00041548877809377907,3,0.05960722267627716,0.0004624196216051135
beauty,0.01,0.07,recall@5,0.05237818385163943,0.0005144047476033672,3,0.05960722267627716,0.0004624196216051135
beauty,0.03,0.01,n_visited_items,5346.2236328125,73.58738998014773,3,0.034637452413638435,0.0005592852512075575
beauty,0.03,0.01,ndcg@10,0.024945367127656937,0.0003778733051427193,3,0.034637452413638435,0.0005592852512075575
beauty,0.03,0.01,ndcg@5,0.018928470090031624,0.00032715525026239667,3,0.034637452413638435,0.0005592852512075575
beauty,0.03,0.01,recall@10,0.04844311252236366,0.0021595612208191828,3,0.034637452413638435,0.0005592852512075575
beauty,0.03,0.01,recall@5,0.02969190167884032,0.0004098347108111092,3,0.034637452413638435,0.0005592852512075575
beauty,0.03,0.03,n_visited_items,5347.659830729167,131.3000443385607,3,0.03158718471725782,0.006489388836407856
beauty,0.03,0.03,ndcg@10,0.022188217068711918,0.005369104445247604,3,0.03158718471725782,0.006489388836407856
beauty,0.03,0.03,ndcg@5,0.01685601348678271,0.0044237858732478035,3,0.03158718471725782,0.006489388836407856
beauty,0.03,0.03,recall@10,0.043032389134168625,0.008840612677196399,3,0.03158718471725782,0.006489388836407856
beauty,0.03,0.03,recall@5,0.026397769649823506,0.0058890965934788,3,0.03158718471725782,0.006489388836407856
beauty,0.03,0.07,n_visited_items,5283.999186197917,62.50621648835296,3,0.02325607401629289,0.0012238037827896236
beauty,0.03,0.07,ndcg@10,0.015974923347433407,0.0015361180827898108,3,0.02325607401629289,0.0012238037827896236
beauty,0.03,0.07,ndcg@5,0.011801648574570814,0.0014697967524145636,3,0.02325607401629289,0.0012238037827896236
beauty,0.03,0.07,recall@10,0.03209169954061508,0.002935793310991704,3,0.02325607401629289,0.0012238037827896236
beauty,0.03,0.07,recall@5,0.01897479531665643,0.0026075385324823316,3,0.02325607401629289,0.0012238037827896236
sports_and_outdoors,0.0003,0.01,n_visited_items,4634.551106770833,37.81219070665374,3,0.03440843646725019,0.00017711165442385534
sports_and_outdoors,0.0003,0.01,ndcg@10,0.02554105408489704,0.00046331368971460815,3,0.03440843646725019,0.00017711165442385534
sports_and_outdoors,0.0003,0.01,ndcg@5,0.021033044904470444,0.000535169613988301,3,0.03440843646725019,0.00017711165442385534
sports_and_outdoors,0.0003,0.01,recall@10,0.04438451677560806,0.0003586465119264289,3,0.03440843646725019,0.00017711165442385534
sports_and_outdoors,0.0003,0.01,recall@5,0.03033878281712532,0.0006350157461034649,3,0.03440843646725019,0.00017711165442385534
sports_and_outdoors,0.0003,0.03,n_visited_items,4541.177408854167,39.555174826896796,3,0.03363706171512604,0.00025480258276336745
sports_and_outdoors,0.0003,0.03,ndcg@10,0.025061499948302906,0.00013228973010057947,3,0.03363706171512604,0.00025480258276336745
sports_and_outdoors,0.0003,0.03,ndcg@5,0.02020261374612649,0.000280943141327892,3,0.03363706171512604,0.00025480258276336745
sports_and_outdoors,0.0003,0.03,recall@10,0.04450624560316404,9.030235238230552e-05,3,0.03363706171512604,0.00025480258276336745
sports_and_outdoors,0.0003,0.03,recall@5,0.02933685357371966,0.0005786659265361935,3,0.03363706171512604,0.00025480258276336745
sports_and_outdoors,0.0003,0.07,n_visited_items,4388.5517578125,4.987573368804428,3,0.03171920652190844,0.00031904712701848
sports_and_outdoors,0.0003,0.07,ndcg@10,0.024249788373708725,0.000111806456525555,3,0.03171920652190844,0.00031904712701848
sports_and_outdoors,0.0003,0.07,ndcg@5,0.019690646479527157,0.00016089269718657102,3,0.03171920652190844,0.00031904712701848
sports_and_outdoors,0.0003,0.07,recall@10,0.04316721980770429,0.00038958423065779115,3,0.03171920652190844,0.00031904712701848
sports_and_outdoors,0.0003,0.07,recall@5,0.028934210538864136,0.0003932807594537735,3,0.03171920652190844,0.00031904712701848
sports_and_outdoors,0.001,0.01,n_visited_items,4599.890787760417,42.940327142688716,3,0.03492302447557449,0.00020200639521883324
